Publicacion,Fecha / numero,Articulo o pasaje,Temas,Uso,Localizacion / fuente,Extracto
El Bidasoa,1883-07-01,".. DE AYER A HOY. una ermita qlle no es, tierno amor ellJovio JUI'a.",ritual,Referencia localizada por barrido textual,/home/gaizka/Alarde/Revistas y periodicos/1883/1883-07-01 - El Bidasoa.pdf,"Una montaña empinada, A la návia placentel'a .. DE AYER A HOY. una ermita qlle no es, tierno amor ellJovio JUI'a. un Santo q-ue no se ve, Quiera Dios que su ternnra Segun los tiempos y las épocas, así ~e reeuerdan y una fiesta q~c no esnacla. no se cor,viel'ta en ternera . . las cosas. El San Marcial úe hoy, ó mejor dicho la fie8ta que hoy se cclebr'a en esta ViIl:l; es en conme­ . y comú en los alias mil ­ Oyense fras\3s de :imor: rnor3ciónde los hechos de ayer. se celebra la taniesta,_. animadas d'is( usiones ¡Qué distintos yqué r<lros se hacen los recuerdos sin mós v:ll'iaCián queé:>ta: . y algunas conversaciones"
El Bidasoa,1883-07-01,"Vfisotros. . ¡Vaya un .Santo, San Marcial! pasada s~mar:a pára el que sienta plaza de",Alarde,Referencia localizada por barrido textual,/home/gaizka/Alarde/Revistas y periodicos/1883/1883-07-01 - El Bidasoa.pdf,"la bulla y la algazara. Oormid en paz, hél'oes d~ San Mar'cial. Lag ha-l sino es;:\ maldita bota bitllntesdelr'un gritan frenéticos de recuerdos en que no sabe más que á pez. Barbiana y de guerra podia llamarse la Vfisotros. . ¡Vaya un .Santo, San Marcial! pasada s~mar:a pára el que sienta plaza de }. diver""tirse, que tiempo hay para llorar. dice un empleado aburrido; soldado del dia, porque su ocupación ha si­ caer cl 30 del mes ..... do limpiar el chopo;~l otro, preparar el ma­ • ivaya un gusto que ha Ú'nido!"
El Bidasoa,1883-07-01,"negro, lila y ver'domar, Ya pasa laartilleria dos veces, diciendo: «Daré golpe; ~ aquél,",Alarde,Referencia localizada por barrido textual,/home/gaizka/Alarde/Revistas y periodicos/1883/1883-07-01 - El Bidasoa.pdf,"y al baj3rte ten cuidado trapillos; para lucirlos en la pradera; las can­ Venga un lápiz ó un carbon, lienzo, pincel, caballete, nOl'ompel'te una costilla. tineras se habrán mirado al espejo más· de negro, lila y ver'domar, Ya pasa laartilleria dos veces, diciendo: «Daré golpe; ~ aquél, que voy en un per'iqllete con un tren para batir la lanza; elotro, la silla; los gastrónomos, a pintar ~ San Marcia 1. una mur'alla de queso. la merienda; cada cual se habrá ocupado de V3:0105 torlos, todos, todos, con sur. torres de pernil. lo que más le tenga que convenir. l/amos todos á San Marcial, y en correcta formación La semana ha tenido mnchos lances,"
El Bidasoa,1883-07-01,"VIOLETA -prrECIOsA TINTA DE EscrrIBm. """,companias,Referencia localizada por barrido textual,/home/gaizka/Alarde/Revistas y periodicos/1883/1883-07-01 - El Bidasoa.pdf,".el Casino de la Amistad y Café Suizo. , . 1 I ~ 1Leon, calle del Portillo, 5, bajo, Madrid, Q Se hacen quesos helados, avisando con 24 , horas de anticipación. 6 I acompañando 80 céntimos de peseta en ~e-"" DEPOSITO. EN SAN SEBASTIAN , 110s de correos, y esencia é in'strucci6n para Elcano; 6,"
La Patria,1889-07-07,los ingleses de al 90 por 100 que aquí se usan. VlLLAMEDIANA. do de una fuerza que le permitía reali,musica,Referencia localizada por barrido textual,/home/gaizka/Alarde/Revistas y periodicos/1889/1889-07-07 - La Patria.pdf,"«Tiempo de la Reina» llaman los ingleses aguas perfumadas, que brotaban de sur­ 11o de vuelta. veráse que es así. á los días de sol, despejados y serenos, con tidores de marmóreo encaje, corrían en pilas La higiene aconseja esta clase de precau­ Al recoger el poder de manos del Sr. Cañó- una galantería de que no suelen ser modelo de jaspes y alabastros. ciones. vas en 1885, el Sr. Sagasta hallóse posesiona­ los ingleses de al 90 por 100 que aquí se usan. VlLLAMEDIANA. do de una fuerza que le permitía realizar lo Aquella era la tradición perenne de los que quisiera en un país que se entregaba sin Tiempo de Sagasta y de Ducazcal podría­ pueblos"
La Patria,1889-07-07,"baile, y en el boulevard se empiezan á ver sus compañeros de Gabinete. chado Berrugo, al avaro monom","mandos, companias",Referencia localizada por barrido textual,/home/gaizka/Alarde/Revistas y periodicos/1889/1889-07-07 - La Patria.pdf,"y balnearios. Gamazo, Romero Robl^edoy Martos lo aca­ obstinada, el latido abrumador de la idea úni­ en el trillado trinquete de una aldea. . San Sebastián se ha vestido ya de gala: su ban de propinar unos baños con^mostaza que ca, se declara la neurosis, estalla el acceso de rios, Pasan las legislaturas, pasan los Ministe­ Casino ha inaugurado la season, con un gran ya tienen comezón para rato el Sr. Sagasta y hipnotismo avasallador, y arrastra al desdi­ do, empobrecido, pasan los años, y cuando el país aburri­ baile, y en el boulevard se empiezan á ver sus compañeros de Gabinete. chado Berrugo, al avaro monomaniático ha­ da señales crecient"
La Patria,1889-07-07,español con sendo acompañamiento del him­,companias,Referencia localizada por barrido textual,/home/gaizka/Alarde/Revistas y periodicos/1889/1889-07-07 - La Patria.pdf,"Aquellas buenas gentes eran de sobra di­ rrama. X n - 1 la idea, en la frase, en toda la rociada de chosas con respirar, sin curarse de enfadosas Los Sres. de Baüer han puesto el sello a la bendita progresista que se echaba al pueblo «cabalas supersticiosas... Siempre había en- etiquetas, las brisas puras de las montañas season con un brillantísimo baile que ha con ­ «contrado, por obscuros que. estuvieran los español con sendo acompañamiento del him­ ó de nuestras fértiles vegas y frondosos va­ gregado, por última vez hasta el invierno, a no de Riego; y poco á poco, por reminiscencia »horizontes de sus ideas, un punto luminoso lles. la elite"
La Patria,1889-07-07,Claceta de RSadrtd. lumnas en operaciones y siguió rayando á la constituir el pequeño ejército del a,"mandos, ritual",Referencia localizada por barrido textual,/home/gaizka/Alarde/Revistas y periodicos/1889/1889-07-07 - La Patria.pdf,"ŒG^IGJl OFICIAL agraciado con otras dos cruces del Mérito pezaron al amanecer. do á los tenedores de las obligaciones rusas Militar, roja y blanca. Muy pronto acudieron desde sus diversos á preferir el reembolso en lugar de la con­ Desde 1875 à 1878 formó parte de las co-, acantonamientos las fuerzas que habían de versión. Claceta de RSadrtd. lumnas en operaciones y siguió rayando á la constituir el pequeño ejército del alarde, re­ Propósitos de huelga. La de hoy contiene la siguiente disposi­ misma altura, despreciando fatigas y peli­ uniéndose todas ellas al mando del Sr. Ara­ gros y alcanzando con su constancia, su na, alcalde de Irún. Par"
La Patria,1889-07-07,"Teniente Coronel de la plana mayor general de votos. zas, seguidas de la procesión cívica, empren­ h","mandos, ritual",Referencia localizada por barrido textual,/home/gaizka/Alarde/Revistas y periodicos/1889/1889-07-07 - La Patria.pdf,"- LOS VOLUNTARIOS DE CUBA de Alcalde de la ciudad de Holguin, y el de cia española, prorrumpieron en vivas atrona­ de Rascon, quien le ha presentado sus cartas Presidente del Comité de Unión Constitucio­ dores que no cesaron en largo rato. credenciales. SEÑOR D, MANUEL NATES Y BOLIVAR, nal, este último conferido por unanimidad de Acabó el fuego.á la una, y todas las fuer­ Berlín 8.—Según noticias de Samoa, se ha Teniente Coronel de la plana mayor general de votos. zas, seguidas de la procesión cívica, empren­ hecho la paz entre los Reyes Malaafa y Ta- Voluntarios de la Isla de Cuba. dieron la marcha dé regreso, llegando á la masese. €4$H'S^JO"
La Patria,1889-07-07,"raciones á que asistió, continuando en la San Marcial.",mandos,Referencia localizada por barrido textual,/home/gaizka/Alarde/Revistas y periodicos/1889/1889-07-07 - La Patria.pdf,"En 1874 fué ascendido á Comandante por los méritos contraídos en las constantes ope­ aniversario del glorioso hecho de armas de Berlín 6.—Ha llamado la atención un ar­ tículo de la Gaceta de la Alemania del Norte, imp. de Moreno y Bojas, Isabel la Católica,JO. raciones á que asistió, continuando en la San Marcial."
El Correo Español,1892-06-08,corriente. Su Santidad se ha enterado cbn Que las bandean hasta los chicos del alguacil. Sais fué la,companias,Referencia localizada por barrido textual,/home/gaizka/Alarde/Revistas y periodicos/1892/1892-06-08 - El Correo Español.pdf,"^ G o b i e r n o , y se impone la justicia y trasmitido por V . S. lima, y Revdmai, jun- tamente con su reverente carta del 6 del las campanas de las aldeas rurales. gua Sais» las cuales ocupan algunos kilómetros; adquirir datos valiosísimos sobre Cristóbal Co- liíi'^oralidad sobre el negocio y el caoi- corriente. Su Santidad se ha enterado cbn Que las bandean hasta los chicos del alguacil. Sais fué la residencia 4e los faraones de la X X I V lón, sus compañeros y sn empresa, los cuales Ttno. dinastía, del último de los cuales la historia re- datos han de ser de gran utilidad para que la placer del propósito que manifiestan los fiere la trág"
El Correo Español,1892-06-08,"Roma 24 de Mayo de 1892. fué el 4455 y Vassalli el 2000. ¡No es nada la un nutrido coro de mujeres, ",companias,Referencia localizada por barrido textual,/home/gaizka/Alarde/Revistas y periodicos/1892/1892-06-08 - El Correo Español.pdf,"f ?'Qa é inicial á Dios, la descentralización aquellos tiempos en que, cuando los ministros reinó en Egipto cinco mil ocho cientossesenta y reunidas las autoridades municipales; se pro- d ^ j T O r a l i d a d á las Administraciones, la sa- M. CARD, RAMPOLLA. caían, caían tronados. siete años antes de Jesucristo; Brogsch dice que nunciarán discursos y se cantarán himnos por Roma 24 de Mayo de 1892. fué el 4455 y Vassalli el 2000. ¡No es nada la un nutrido coro de mujeres, con acompañamien- Y'í Protección á la agricultura y la indus- »Como han pasado tantos años desde aquellos Mons. Ramón Fernández de Piérola, Obispo de tiempos, El Pais ya no "
El Correo Español,1892-06-08,"tos relacionado» con este acontecimiento, ha medre de la Santísima Virgen. El Santo Padre, la visita",ritual,Referencia localizada por barrido textual,/home/gaizka/Alarde/Revistas y periodicos/1892/1892-06-08 - El Correo Español.pdf,"se gaste en la Exposición. la iglesia de San Juan Bautista poseerá en pro- Después revistó las tropas y presenció su des- graves daños en varias comarcas. El diputado Mr. Dockery, presidente de la piedad otra reliquia tan auténtica como la qus file, saliendo Í N M E D I A T H M E N T E para Toul. Indica también al ministro de la Gobernación Rectifican ambos, y se aprueban sin dis^u Subcomisión encargada de investigar los asun- va á Quebec, procedente del mismo brazo de l a P A R Í S 7.—Los periódicos se congratulan de la conveniencia de modificar la ley Mellado so- todos los articules del cap. 23. . tos relacionado» con este acontecimiento, h"
El Correo Español,1892-06-08,"para ello cantidad alguna. Algunoií de los prin- di'l que resultó muerto el rey de Tariwa. ti, resul","ritual, suspensiones/cambios",Referencia localizada por barrido textual,/home/gaizka/Alarde/Revistas y periodicos/1892/1892-06-08 - El Correo Español.pdf,"—Chile estará yepresentada en la Exposición, Dicen de San F'-ancisco de California que ha que, visitaron ayer los frrandes acorazados Ba- una enmienda el Sr. Fernández LatorrCí ?*lel: aun cuando el Gobievuo no baja presupuesto dén y Beownlf. Los soberanos regresaron des- palabras escritas á petición del Sr. Groizard. vota nominalmente la enmienda del Sr. Viu""!! Q ocurrido un levantamiento en las 'slas Marshall, pués á bordo de sus yates respectivos, pasando El presidente dice que en vista de las termi para ello cantidad alguna. Algunoií de los prin- di'l que resultó muerto el rey de Tariwa. ti, resultando 40 votos en contra y 24 á favot; • ci"
La Patria,1901-07-01,"madora superioridad del número, pues Segundo teniente de Infantería don reza la oiga. se quiere, per","mandos, companias, suspensiones/cambios",Referencia localizada por barrido textual,/home/gaizka/Alarde/Revistas y periodicos/1901/1901-07-01 - La Patria.pdf,"calde y señores concejales, que eso de adelantarse á ios tribunales de Justicia imponiendo una pena, ó una corrección si madora superioridad del número, pues Segundo teniente de Infantería don reza la oiga. se quiere, pero que equivale á una pena, <i«bw>iiat» dio Kfi Canoy*—'fi»’’ d© Juan Martínez. puede embarazar el libre curso de la justi­ Julio de isas. en tanto que la posición sólo estaba de­ ¿Habrá alguien tan cánlido que espere cia ordinaria? ¿Pueden impornerse en Es­ fendida por 300 soldados de infantería; Segundo teniente de Infantería don la inmediata creación de una escuadra por paña dos penas o dos correcciones por ua Fecha memorab"
La Patria,1901-07-01,"Coronel de Infantería D. José Va- no cuando á estas horas no ha tomado bliea, y que al hacerlo no se","mandos, ritual",Referencia localizada por barrido textual,/home/gaizka/Alarde/Revistas y periodicos/1901/1901-07-01 - La Patria.pdf,"Y allí imperturbab e y decidido, es- eu homenaje á su Wlor. oficiales primeros, cuyo nombre es don curso afirmando ia sumisión de los milita­ comida oficial. También visitaron uno de taba el ’oaCdíUo, dispuesto á no dejar Mi«©r:o8. Enrique Pérez y García? S.ipong’o que res á los poderes constituidos. Añadió que los cruceros ingleses. paso al enemigo,- mientras su corazón eí deber del Ejército es defender la Repú Coronel de Infantería D. José Va- no cuando á estas horas no ha tomado bliea, y que al hacerlo no sentirá ningún El In/anta Isabel se encuentra recorrien­ una de esas medidas radicales, con cu­ desfallecimiento. Una bala le destrozó a"
La Patria,1901-07-01,Capitán dé navio D. Joaquín Bus­ . Se trata sencillamente de saber cómo ha Curarán,"mandos, companias, ritual",Referencia localizada por barrido textual,/home/gaizka/Alarde/Revistas y periodicos/1901/1901-07-01 - La Patria.pdf,"Coronel de Ingenieros D. Florencio maltratar-de palabra á los verdaderos pa­ bebidas, si es que cesan los concienzudos Hoy designará el Gobierno las personas ^Nosotros rendimos, desde lo mas mercaderes en su punible defraudación. que han de formar las Comisiones parla­ .profundo del alma, tributo d® admira^ Gaula. _ z n triotas. los pacientes. Llamará la aten­ mentarias. Capitán dé navio D. Joaquín Bus­ . Se trata sencillamente de saber cómo ha Curarán ' món al valor del general Vara del Rey, tamante (murió en el hospiUl).- ción pública otro heoho sensacional y,., Y al de los compañeros que á su lado de expresarse el patJiqtismq. hasta otra, "
La Patria,1901-07-01,"adoptándose por los ayuntamientos medi­ nada uno más ó uno menos en la cuenta. po entero, todo un ca",Alarde,Referencia localizada por barrido textual,/home/gaizka/Alarde/Revistas y periodicos/1901/1901-07-01 - La Patria.pdf,"hemos dicho en nuestros trabajos anterio­ los capacorta, me contestó sencilla y elo­ frente de la Corporación compuesta de lo Se lidiarán novillos pertenecientes á una El carácter de esta Asamblea será de res son las que se logra que desaparezcan cuentemente:—Chico.. ¡seis hijos! más selecto de la heroica villa se encuen­ ganadería afamada, estoqueándoles Va- erítiea sereña y razonada: ayudar, no el ó que aminoren con rapidez sus estragos No sé cuantos tiene Blasco, ni importa tra un alcalde, como suele decirse, de cuer­ querito, Chicueio y otro no designado to­ poner obstáculos á la acción det Gobierno, adoptándose por los ayuntamientos medi"
El eco de Irun - Año I nº 2,1909-04-11,Ya el clásico día de San Marcial se traremos él los viejos pesimistns,Alarde,Referencia localizada por barrido textual,/home/gaizka/Alarde/Revistas y periodicos/1909/1909-04-11 - El eco de Irun - Año I nº 2.pdf,"exclamar con ciel'ta melancolía: que tiencla ú dar vida y alegría (l NOTAS ""¡Aquello, aquello era clivertirse .. ,! este pueblo, y de este macla demos­ DEL Cr\,IPEONATO Ya el clásico día de San Marcial se traremos él los viejos pesimistns L:;¡¡ IJesca~lo,'a perdió para siempre ... "" Ya no hay que aún llwvjuventuLl, aún hay Con su cesla clescClnsa1ll10 en cabeza jóvenes canta lo éramos nosotros vida, y que -la pléyade contempo­ ránea de jóvenes est,í dispuesta á"
El eco de Irun - Año I nº 2,1909-04-11,"verdaderamente se observa esta aución; Pascua, la compañía de Zarzuela que se han hecho acreedores p",companias,Referencia localizada por barrido textual,/home/gaizka/Alarde/Revistas y periodicos/1909/1909-04-11 - El eco de Irun - Año I nº 2.pdf,"Pero enterrado' en el corazón del pue­ med,la d~. la manana se procederá á la keM:¡C= hora, no podr'á hacer su presentación '''-'2' src...,s'w .... $U blo, y viviendo su vida intima, es donde anle el público irunés, hoy Jomingo de cah{lcaclOn y reparto de las notas á que verdaderamente se observa esta aución; Pascua, la compañía de Zarzuela que se han hecho acreedores por sus méri­ sobre t.odo en los muchachos. Hay en dirige el señor Gutiérrez, y que tan buen. tos. t~(Ln-< ,Jan n¡'Lmero de estos, para los que sabor ele boca nos dejo el año pasado. . El acto tendrá lugar en la sa!::L ,~le' -------_.:...,.~------ han (esaparecido :an ~e el baló"
El eco de Irun - Año I nº 2,1909-04-11,numero s son los allg[¡clsmos en nues­ Yelada en el local ele la Escuela Moder­ . compaiiero de reda,Alarde,Referencia localizada por barrido textual,/home/gaizka/Alarde/Revistas y periodicos/1909/1909-04-11 - El eco de Irun - Año I nº 2.pdf,"es lo único. (1ue Iwy [¡ue' Jamen lar eu de pasar varios días en casa de sus pa­ ticas. Articulos.para fotografía:. Barmces. PID· ellos. >l<+* dres, la distinguida seilora de don Anto­ luras. Todo lo concerniente al ramo de En el prímer caso;, {Jorque sobrado El domingo pasado se celebró una nio Albizu, hermanu de nnestro querido Droguerla. Precios económicos. numero s son los allg[¡clsmos en nues­ Yelada en el local ele la Escuela Moder­ . compaiiero de redacción D. Rafael Soler. San Marcial, núm. l.-U '.aJII'G tro idio la para que el ingli.s [oot-ball na, que se vió. mLlY concurrida. yen ""a , itaneando otra sene de ellos; y f:'J( el segundo"
El eco de Irun - Año I nº 3,1909-04-18,"(San Marcial, número, 3) pues en ellos recordal' aquellos tiempos antiguos, en de Pascna, como conse",Alarde,Referencia localizada por barrido textual,/home/gaizka/Alarde/Revistas y periodicos/1909/1909-04-18 - El eco de Irun - Año I nº 3.pdf,", Queriuo señor: Nueslro primer equipo de Asociación se enCllcnLra libre para las tíestas y yo agrego qu.e pam clp~¡blico, y creo (San Marcial, número, 3) pues en ellos recordal' aquellos tiempos antiguos, en de Pascna, como consee nci~ d~1 forjáil de que tengo razón en temel' [\1 tan. respe­ encontrarán las condiciones y pl'eeios que se rendí;¡ culto, en que se festejaba Bilbao. tab/,e; porque rle politica no enllendo y más ventajosos, á la Hermosura; más tan solo Tecuerda., Aceplarían Uus, el jugar conLra nosotrcs el además el califlcatil'O ele independientes"
El eco de Irun - Año I nº 3,1909-04-18,"-¿,Por que esta anterior consecuencia? lado ci la caballerosidad. ción liene esas tenc1eucias; Ó. su",Alarde,Referencia localizada por barrido textual,/home/gaizka/Alarde/Revistas y periodicos/1909/1909-04-18 - El eco de Irun - Año I nº 3.pdf,"ción, qnc en la 7,"" y última carta que \,amos pero siempre <lgregaran algo ~onll~o o él puulicar, hae.e cl Hacing-Cluu de lrún di­ chistoso de su cosecila SI su Imagll1a­ c01Te-calles. ñado, á la multitud que otl'odía tanto cicnao llue alguien ha ol!l'ado de mala fé !J jal­ -¿,Por que esta anterior consecuencia? lado ci la caballerosidad. ción liene esas tenc1eucias; Ó. su vez el agradeciera. ¿,Engañado elije? Si ....... que adquirió la noLieia al cOI~lunicársela Pues sencillJ.mente, porque el corre-ca­ Hombres, mujeres, ancianos y chicos Es muy fácil lanzar á los cualro vientos lles engrandece el recibimiento reunien­ ealumnins, que empañen "
El eco de Irun - Año I nº 3,1909-04-18,"(:hopem, yeso salurÍ3.mos ganando. Un un e~caparale y puerta en la planta ~lon tero, ""íctima de un s",Alarde,Referencia localizada por barrido textual,/home/gaizka/Alarde/Revistas y periodicos/1909/1909-04-18 - El eco de Irun - Año I nº 3.pdf,"Hace días se encnentra retiraclo el licas. Artieulos . para folografla. Barlllees. PIll­ conforme al plano presentado para abril' luras. - Todo lo concerniente al !'Umo de cltopo bien euiuado nos pariría c!Jr una profesor de Comercio don Maximili:lno Droguerfa. Prccios económicos, (:hopem, yeso salurÍ3.mos ganando. Un un e~caparale y puerta en la planta ~lon tero, ""íctima de un serio ¡ percance San Marcial, núm. I.-IRU~ baja tienda de la casa número () ele la ( 'cemos ""atas para su pronto y total álamú también nos celnl'entil'ia, pOI'CJue call.e, eje la l(ílesia: y enterada la (;orpo­ l ndanelo el tiempo nos lIaría una ala­ re; .'Ieci mien to"
El eco de Irun - Año I nº 3,1909-04-18,CASTOR TELLECHEA,companias,Referencia localizada por barrido textual,/home/gaizka/Alarde/Revistas y periodicos/1909/1909-04-18 - El eco de Irun - Año I nº 3.pdf,")'ente de la 10caliLlad ó que lo proteje al(Tún socio del CluiJ Al-pino; pero ipor una insl:mcia ele elon Juan Barrenec·!Jea ,'¡¡lelrá de la Alameda (antiguo juego vi3a ele Petronio! ¿no creen usledes CJue solicitando la conclonaciún de los dere: de nelIJla) á las dos de In larde, con Ü'bscqnio literario Íl los j ctores de estaríamos mejol' sin él? Hágase pública reclios fOunicipilles cOI'respondiente·~ ;i dir, :ci6n· <ti monte San Marcial. donde si tiene alguna gracia ó cualidad estima­ un iJal'l'ij ~e vino rancio que se inutilizú alf: \nos oradores elirigirán la palabra EL ECO DE nWN ble ó de lo contrario ¡leiia' .... al baJilrse a la borle"
