Documento,Publicacion,Fecha / numero,Caracteres extraidos,Estado de texto,Pasajes localizados
/home/gaizka/Alarde/Revistas y periodicos/1931/1931-06-18 - La Voz de Guipúzcoa - Diario Republicano.pdf,La Voz de Guipúzcoa - Diario Republicano,1931-06-18,2166052,texto extraido,0
/home/gaizka/Alarde/Revistas y periodicos/1931/1931-06-21 - El Bidasoa.pdf,El Bidasoa,1931-06-21,112096,texto extraido,5
/home/gaizka/Alarde/Revistas y periodicos/1931/1931-06-28 - El Bidasoa.pdf,El Bidasoa,1931-06-28,119860,texto extraido,7
/home/gaizka/Alarde/Revistas y periodicos/1931/1931-06-30 - El Dia.pdf,El Dia,1931-06-30,12,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1931/1931-06-30 - El Pueblo Vasco.pdf,El Pueblo Vasco,1931-06-30,12,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1931/1931-07-01 - El Dia.pdf,El Dia,1931-07-01,10,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1931/1931-07-01 - El Pueblo Vasco.pdf,El Pueblo Vasco,1931-07-01,6,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1931/1931-07-01 - La Voz de Guipúzcoa - Diario Republicano.pdf,La Voz de Guipúzcoa - Diario Republicano,1931-07-01,16,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1931/1931-07-02 - Sin frontera.pdf,Sin frontera,1931-07-02,4,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1931/1931-07-05 - El Bidasoa.pdf,El Bidasoa,1931-07-05,106908,texto extraido,8
/home/gaizka/Alarde/Revistas y periodicos/1931/1931-08-08 - Caras y caretas Buenos Aires 714.pdf,Caras y caretas Buenos Aires 714,1931-08-08,648070,texto extraido,0
/home/gaizka/Alarde/Revistas y periodicos/1932/1932-01-01 - Txistulari - AEHTE-HEM-AEHTE6000-1932 01 01 AEHTE7324 AEHTE6288.pdf,Txistulari - AEHTE-HEM-AEHTE6000-1932 01 01 AEHTE7324 AEHTE6288,1932-01-01,4682,texto extraido,2
/home/gaizka/Alarde/Revistas y periodicos/1932/1932-06-04 - El Bidasoa.pdf,El Bidasoa,1932-06-04,118706,texto extraido,4
/home/gaizka/Alarde/Revistas y periodicos/1932/1932-06-11 - El Bidasoa.pdf,El Bidasoa,1932-06-11,136627,texto extraido,7
/home/gaizka/Alarde/Revistas y periodicos/1932/1932-06-18 - El Bidasoa.pdf,El Bidasoa,1932-06-18,109601,texto extraido,6
/home/gaizka/Alarde/Revistas y periodicos/1932/1932-06-25 - El Bidasoa.pdf,El Bidasoa,1932-06-25,105389,texto extraido,8
/home/gaizka/Alarde/Revistas y periodicos/1932/1932-06-29 - Easo.pdf,Easo,1932-06-29,8,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1932/1932-06-30 - El Dia.pdf,El Dia,1932-06-30,10,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1932/1932-06-30 - El Pueblo Vasco.pdf,El Pueblo Vasco,1932-06-30,12,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1932/1932-07-01 - Easo.pdf,Easo,1932-07-01,8,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1932/1932-07-01 - El Dia.pdf,El Dia,1932-07-01,10,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1932/1932-07-01 - El Pueblo Vasco.pdf,El Pueblo Vasco,1932-07-01,8,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1932/1932-07-01 - La Voz de Guipúzcoa - Diario Republicano.pdf,La Voz de Guipúzcoa - Diario Republicano,1932-07-01,16,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1932/1932-07-02 - El Bidasoa.pdf,El Bidasoa,1932-07-02,110900,texto extraido,7
/home/gaizka/Alarde/Revistas y periodicos/1932/1932-07-09 - El Bidasoa.pdf,El Bidasoa,1932-07-09,137785,texto extraido,5
/home/gaizka/Alarde/Revistas y periodicos/1933/1933 - Foto Kruz.pdf,Foto Kruz,1933,1,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1933/1933-06-10 - El Bidasoa.pdf,El Bidasoa,1933-06-10,119591,texto extraido,8
/home/gaizka/Alarde/Revistas y periodicos/1933/1933-06-17 - El Bidasoa.pdf,El Bidasoa,1933-06-17,122922,texto extraido,7
/home/gaizka/Alarde/Revistas y periodicos/1933/1933-06-30 - El Dia.pdf,El Dia,1933-06-30,10,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1933/1933-06-30 - La Constancia.pdf,La Constancia,1933-06-30,382235,texto extraido,2
/home/gaizka/Alarde/Revistas y periodicos/1933/1933-06-30 - La Voz de Guipúzcoa - Diario Republicano.pdf,La Voz de Guipúzcoa - Diario Republicano,1933-06-30,14,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1933/1933-07-01 - El Dia.pdf,El Dia,1933-07-01,10,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1933/1933-07-01 - El Pueblo Vasco.pdf,El Pueblo Vasco,1933-07-01,8,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1933/1933-07-01 - La Voz de Guipúzcoa - Diario Republicano.pdf,La Voz de Guipúzcoa - Diario Republicano,1933-07-01,14,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1933/1933-07-08 - El Bidasoa.pdf,El Bidasoa,1933-07-08,110040,texto extraido,5
/home/gaizka/Alarde/Revistas y periodicos/1933/1933-07-08 - Estampa.pdf,Estampa,1933-07-08,445523,texto extraido,0
/home/gaizka/Alarde/Revistas y periodicos/1934/1934-06-02 - El Bidasoa.pdf,El Bidasoa,1934-06-02,107324,texto extraido,6
/home/gaizka/Alarde/Revistas y periodicos/1934/1934-06-09 - El Bidasoa.pdf,El Bidasoa,1934-06-09,109819,texto extraido,6
/home/gaizka/Alarde/Revistas y periodicos/1934/1934-06-16 - El Bidasoa.pdf,El Bidasoa,1934-06-16,115656,texto extraido,5
/home/gaizka/Alarde/Revistas y periodicos/1934/1934-06-23 - El Bidasoa.pdf,El Bidasoa,1934-06-23,125942,texto extraido,8
/home/gaizka/Alarde/Revistas y periodicos/1934/1934-06-29 - El Bidasoa.pdf,El Bidasoa,1934-06-29,126876,texto extraido,8
/home/gaizka/Alarde/Revistas y periodicos/1934/1934-06-29 - La Constancia.pdf,La Constancia,1934-06-29,385728,texto extraido,3
/home/gaizka/Alarde/Revistas y periodicos/1934/1934-06-30 - El Dia.pdf,El Dia,1934-06-30,10,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1934/1934-06-30 - El Pueblo Vasco.pdf,El Pueblo Vasco,1934-06-30,8,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1934/1934-06-30 - La Constancia.pdf,La Constancia,1934-06-30,451829,texto extraido,2
/home/gaizka/Alarde/Revistas y periodicos/1934/1934-06-30 - La Voz de Guipúzcoa - Diario Republicano.pdf,La Voz de Guipúzcoa - Diario Republicano,1934-06-30,16,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1934/1934-07-01 - El Dia.pdf,El Dia,1934-07-01,10,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1934/1934-07-01 - El Pueblo Vasco.pdf,El Pueblo Vasco,1934-07-01,12,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1934/1934-07-01 - La Constancia.pdf,La Constancia,1934-07-01,431625,texto extraido,1
/home/gaizka/Alarde/Revistas y periodicos/1934/1934-07-01 - La Voz de Guipúzcoa - Diario Republicano.pdf,La Voz de Guipúzcoa - Diario Republicano,1934-07-01,16,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1934/1934-07-03 - La Voz de Guipúzcoa - Diario Republicano.pdf,La Voz de Guipúzcoa - Diario Republicano,1934-07-03,16,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1934/1934-07-07 - El Bidasoa.pdf,El Bidasoa,1934-07-07,115067,texto extraido,7
/home/gaizka/Alarde/Revistas y periodicos/1935/1935-06-01 - El Bidasoa.pdf,El Bidasoa,1935-06-01,114927,texto extraido,6
/home/gaizka/Alarde/Revistas y periodicos/1935/1935-06-08 - El Bidasoa.pdf,El Bidasoa,1935-06-08,121129,texto extraido,7
/home/gaizka/Alarde/Revistas y periodicos/1935/1935-06-15 - El Bidasoa.pdf,El Bidasoa,1935-06-15,103938,texto extraido,8
/home/gaizka/Alarde/Revistas y periodicos/1935/1935-06-29 - El Diario Vasco.pdf,El Diario Vasco,1935-06-29,1028503,texto extraido,1
/home/gaizka/Alarde/Revistas y periodicos/1935/1935-06-29 - La Constancia.pdf,La Constancia,1935-06-29,453290,texto extraido,3
/home/gaizka/Alarde/Revistas y periodicos/1935/1935-06-30 - El Dia.pdf,El Dia,1935-06-30,16,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1935/1935-06-30 - El Diario Vasco.pdf,El Diario Vasco,1935-06-30,760505,texto extraido,2
/home/gaizka/Alarde/Revistas y periodicos/1935/1935-06-30 - El Pueblo Vasco.pdf,El Pueblo Vasco,1935-06-30,14,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1935/1935-06-30 - La Constancia.pdf,La Constancia,1935-06-30,470677,texto extraido,4
/home/gaizka/Alarde/Revistas y periodicos/1935/1935-06-30 - La Voz de Guipúzcoa - Diario Republicano.pdf,La Voz de Guipúzcoa - Diario Republicano,1935-06-30,1911214,texto extraido,0
/home/gaizka/Alarde/Revistas y periodicos/1935/1935-07-01 - El Pueblo Vasco.pdf,El Pueblo Vasco,1935-07-01,10,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1935/1935-07-02 - El Dia.pdf,El Dia,1935-07-02,12,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1935/1935-07-02 - El Diario Vasco.pdf,El Diario Vasco,1935-07-02,813143,texto extraido,4
/home/gaizka/Alarde/Revistas y periodicos/1935/1935-07-02 - La Constancia.pdf,La Constancia,1935-07-02,490926,texto extraido,4
/home/gaizka/Alarde/Revistas y periodicos/1935/1935-07-02 - La Voz de Guipúzcoa - Diario Republicano.pdf,La Voz de Guipúzcoa - Diario Republicano,1935-07-02,16,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1935/1935-07-03 - Ahora.pdf,Ahora,1935-07-03,631583,texto extraido,1
/home/gaizka/Alarde/Revistas y periodicos/1935/1935-07-03 - La Voz de Guipúzcoa - Diario Republicano.pdf,La Voz de Guipúzcoa - Diario Republicano,1935-07-03,16,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1935/1935-07-13 - El Bidasoa.pdf,El Bidasoa,1935-07-13,117265,texto extraido,5
/home/gaizka/Alarde/Revistas y periodicos/1936/1936-06-06 - El Bidasoa.pdf,El Bidasoa,1936-06-06,131446,texto extraido,5
/home/gaizka/Alarde/Revistas y periodicos/1936/1936-06-13 - El Bidasoa.pdf,El Bidasoa,1936-06-13,118672,texto extraido,5
/home/gaizka/Alarde/Revistas y periodicos/1936/1936-06-20 - El Bidasoa.pdf,El Bidasoa,1936-06-20,118206,texto extraido,7
/home/gaizka/Alarde/Revistas y periodicos/1936/1936-06-26 - La Voz de Guipúzcoa - Diario Republicano.pdf,La Voz de Guipúzcoa - Diario Republicano,1936-06-26,2156101,texto extraido,1
/home/gaizka/Alarde/Revistas y periodicos/1936/1936-06-27 - El Bidasoa.pdf,El Bidasoa,1936-06-27,114756,texto extraido,7
/home/gaizka/Alarde/Revistas y periodicos/1936/1936-06-30 - El Dia.pdf,El Dia,1936-06-30,14,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1936/1936-06-30 - El Pueblo Vasco.pdf,El Pueblo Vasco,1936-06-30,10,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1936/1936-06-30 - La Constancia.pdf,La Constancia,1936-06-30,579589,texto extraido,2
/home/gaizka/Alarde/Revistas y periodicos/1936/1936-12-10 - La voz de España.pdf,La voz de España,1936-12-10,16,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1936/1936-12-11 - La voz de España.pdf,La voz de España,1936-12-11,16,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1937/1937-01-01 - El Diario Vasco.pdf,El Diario Vasco,1937-01-01,6,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1937/1937-01-06 - El Diario Vasco.pdf,El Diario Vasco,1937-01-06,6,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1937/1937-01-06 - La voz de España.pdf,La voz de España,1937-01-06,6,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1937/1937-01-07 - El Diario Vasco.pdf,El Diario Vasco,1937-01-07,6,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1937/1937-01-07 - Unidad.pdf,Unidad,1937-01-07,6,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1937/1937-01-08 - El Diario Vasco.pdf,El Diario Vasco,1937-01-08,6,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1937/1937-01-08 - La voz de España.pdf,La voz de España,1937-01-08,8,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1939/1939-06-30 - El Diario Vasco.pdf,El Diario Vasco,1939-06-30,6,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1939/1939-07-01 - El Diario Vasco.pdf,El Diario Vasco,1939-07-01,8,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1939/1939-07-01 - La voz de España.pdf,La voz de España,1939-07-01,8,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1939/1939-07-12 - La voz de España.pdf,La voz de España,1939-07-12,10,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1941/1941-07-01 - El Diario Vasco.pdf,El Diario Vasco,1941-07-01,4,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1942/1942-06-11 - La voz de España.pdf,La voz de España,1942-06-11,8,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1942/1942-06-30 - El Diario Vasco.pdf,El Diario Vasco,1942-06-30,6,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1942/1942-06-30 - La voz de España.pdf,La voz de España,1942-06-30,8,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1942/1942-07-01 - El Diario Vasco.pdf,El Diario Vasco,1942-07-01,6,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1942/1942-07-01 - La voz de España.pdf,La voz de España,1942-07-01,8,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1943/1943-06-29 - El Diario Vasco.pdf,El Diario Vasco,1943-06-29,1192843,texto extraido,5
/home/gaizka/Alarde/Revistas y periodicos/1943/1943-06-30 - El Diario Vasco.pdf,El Diario Vasco,1943-06-30,428784,texto extraido,2
/home/gaizka/Alarde/Revistas y periodicos/1943/1943-07-01 - El Diario Vasco.pdf,El Diario Vasco,1943-07-01,6,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1943/1943-07-01 - La voz de España.pdf,La voz de España,1943-07-01,8,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1944/1944-06-30 - El Diario Vasco.pdf,El Diario Vasco,1944-06-30,6,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1944/1944-07-01 - El Diario Vasco.pdf,El Diario Vasco,1944-07-01,6,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1944/1944-07-01 - La voz de España.pdf,La voz de España,1944-07-01,8,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1945/1945-06-30 - El Diario Vasco.pdf,El Diario Vasco,1945-06-30,6,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1945/1945-07-01 - El Diario Vasco.pdf,El Diario Vasco,1945-07-01,6,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1946/1946-06-01 - El Bidasoa.pdf,El Bidasoa,1946-06-01,118093,texto extraido,8
/home/gaizka/Alarde/Revistas y periodicos/1946/1946-06-08 - El Bidasoa.pdf,El Bidasoa,1946-06-08,251515,texto extraido,6
/home/gaizka/Alarde/Revistas y periodicos/1946/1946-06-22 - El Bidasoa.pdf,El Bidasoa,1946-06-22,141938,texto extraido,5
/home/gaizka/Alarde/Revistas y periodicos/1946/1946-06-28 - El Bidasoa.pdf,El Bidasoa,1946-06-28,609155,texto extraido,6
/home/gaizka/Alarde/Revistas y periodicos/1946/1946-06-30 - El Diario Vasco.pdf,El Diario Vasco,1946-06-30,8,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1946/1946-07-06 - El Bidasoa.pdf,El Bidasoa,1946-07-06,119091,texto extraido,7
/home/gaizka/Alarde/Revistas y periodicos/1946/1946-07-13 - El Bidasoa.pdf,El Bidasoa,1946-07-13,104024,texto extraido,8
/home/gaizka/Alarde/Revistas y periodicos/1946/1946-07-20 - El Bidasoa.pdf,El Bidasoa,1946-07-20,105460,texto extraido,4
/home/gaizka/Alarde/Revistas y periodicos/1947/1947-06-28 - El Bidasoa.pdf,El Bidasoa,1947-06-28,674359,texto extraido,8
/home/gaizka/Alarde/Revistas y periodicos/1947/1947-06-29 - La voz de España.pdf,La voz de España,1947-06-29,8,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1947/1947-07-01 - El Diario Vasco.pdf,El Diario Vasco,1947-07-01,6,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1948/1948-06-26 - El Bidasoa.pdf,El Bidasoa,1948-06-26,929873,texto extraido,8
/home/gaizka/Alarde/Revistas y periodicos/1948/1948-06-30 - El Diario Vasco.pdf,El Diario Vasco,1948-06-30,4,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1948/1948-06-30 - La Voz de España - Cronica de Irun.pdf,La Voz de España - Cronica de Irun,1948-06-30,1,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1948/1948-07-01 - El Diario Vasco.pdf,El Diario Vasco,1948-07-01,6,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1948/1948-07-01 - La Voz de España - Cronica de Irun.pdf,La Voz de España - Cronica de Irun,1948-07-01,1,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1949/1949-06-28 - El Bidasoa.pdf,El Bidasoa,1949-06-28,32,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1949/1949-06-28 - El Diario Vasco - Cronica de Irun.pdf,El Diario Vasco - Cronica de Irun,1949-06-28,1,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1949/1949-06-28 - La Voz de España - Cronica de Irun.pdf,La Voz de España - Cronica de Irun,1949-06-28,1,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1949/1949-06-29 - El Diario Vasco - Cronica de Irun.pdf,El Diario Vasco - Cronica de Irun,1949-06-29,1,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1949/1949-06-29 - La Voz de España - Cronica de Irun.pdf,La Voz de España - Cronica de Irun,1949-06-29,1,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1949/1949-06-30 - El Diario Vasco - Cronica de Irun.pdf,El Diario Vasco - Cronica de Irun,1949-06-30,1,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1949/1949-06-30 - El Diario Vasco.pdf,El Diario Vasco,1949-06-30,6,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1949/1949-06-30 - La Voz de España - Cronica de Irun.pdf,La Voz de España - Cronica de Irun,1949-06-30,1,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1949/1949-07-01 - El Diario Vasco - Cronica de Irun.pdf,El Diario Vasco - Cronica de Irun,1949-07-01,1,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1949/1949-07-01 - La Voz de España - Cronica de Irun.pdf,La Voz de España - Cronica de Irun,1949-07-01,1,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1949/1949-07-01 - La voz de España.pdf,La voz de España,1949-07-01,6,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1950/1950-06-17 - El Bidasoa.pdf,El Bidasoa,1950-06-17,162796,texto extraido,3
/home/gaizka/Alarde/Revistas y periodicos/1950/1950-06-24 - El Bidasoa.pdf,El Bidasoa,1950-06-24,166435,texto extraido,6
/home/gaizka/Alarde/Revistas y periodicos/1950/1950-06-28 - El Bidasoa.pdf,El Bidasoa,1950-06-28,36,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1950/1950-06-29 - El Diario Vasco - Cronica de Irun.pdf,El Diario Vasco - Cronica de Irun,1950-06-29,1,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1950/1950-06-30 - El Diario Vasco - Cronica de Irun.pdf,El Diario Vasco - Cronica de Irun,1950-06-30,1,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1950/1950-06-30 - El Diario Vasco.pdf,El Diario Vasco,1950-06-30,8,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1950/1950-06-30 - La Voz de España - Cronica de Irun.pdf,La Voz de España - Cronica de Irun,1950-06-30,1,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1950/1950-07-01 - El Diario Vasco - Cronica de Irun.pdf,El Diario Vasco - Cronica de Irun,1950-07-01,1,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1950/1950-07-01 - La Voz de España - Cronica de Irun.pdf,La Voz de España - Cronica de Irun,1950-07-01,1,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1951/1951 - El Bidasoa Mexicano - BM 1951.pdf,El Bidasoa Mexicano - BM 1951,1951,4,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1951/1951-06-28 - El Bidasoa.pdf,El Bidasoa,1951-06-28,329302,texto extraido,4
/home/gaizka/Alarde/Revistas y periodicos/1951/1951-06-29 - El Diario Vasco - Cronica de Irun.pdf,El Diario Vasco - Cronica de Irun,1951-06-29,1,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1951/1951-06-30 - El Diario Vasco - Cronica de Irun.pdf,El Diario Vasco - Cronica de Irun,1951-06-30,1,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1951/1951-06-30 - La Voz de España - Cronica de Irun.pdf,La Voz de España - Cronica de Irun,1951-06-30,1,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1951/1951-06-30 - La voz de España.pdf,La voz de España,1951-06-30,8,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1951/1951-07-01 - El Diario Vasco - Cronica de Irun.pdf,El Diario Vasco - Cronica de Irun,1951-07-01,1,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1951/1951-07-01 - El Diario Vasco.pdf,El Diario Vasco,1951-07-01,6,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1951/1951-07-01 - La Voz de España - Cronica de Irun.pdf,La Voz de España - Cronica de Irun,1951-07-01,1,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1951/1951-07-01 - La voz de España.pdf,La voz de España,1951-07-01,8,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1952/1952 - El Bidasoa Mexicano - BM 1952.pdf,El Bidasoa Mexicano - BM 1952,1952,8,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1952/1952-06-28 - El Bidasoa.pdf,El Bidasoa,1952-06-28,108,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1952/1952-06-29 - El Diario Vasco - Cronica de Irun.pdf,El Diario Vasco - Cronica de Irun,1952-06-29,1,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1952/1952-06-29 - El Diario Vasco.pdf,El Diario Vasco,1952-06-29,8,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1952/1952-06-29 - La Voz de España - Cronica de Irun.pdf,La Voz de España - Cronica de Irun,1952-06-29,1,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1952/1952-07-01 - El Diario Vasco - Cronica de Irun.pdf,El Diario Vasco - Cronica de Irun,1952-07-01,1,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1952/1952-07-01 - El Diario Vasco.pdf,El Diario Vasco,1952-07-01,6,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1952/1952-07-01 - La Voz de España - Cronica de Irun.pdf,La Voz de España - Cronica de Irun,1952-07-01,1,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1953/1953 - El Bidasoa Mexicano - BM 1953.pdf,El Bidasoa Mexicano - BM 1953,1953,10,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1953/1953-06-28 - El Bidasoa.pdf,El Bidasoa,1953-06-28,114,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1953/1953-06-30 - El Diario Vasco - Cronica de Irun.pdf,El Diario Vasco - Cronica de Irun,1953-06-30,1,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1953/1953-06-30 - La Voz de España - Cronica de Irun.pdf,La Voz de España - Cronica de Irun,1953-06-30,1,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1953/1953-06-30 - La voz de España.pdf,La voz de España,1953-06-30,10,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1953/1953-06-30 - Unidad - Cronica de Irun.pdf,Unidad - Cronica de Irun,1953-06-30,1,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1953/1953-07-01 - El Diario Vasco - Cronica de Irun.pdf,El Diario Vasco - Cronica de Irun,1953-07-01,1,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1953/1953-07-01 - El Diario Vasco.pdf,El Diario Vasco,1953-07-01,6,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1953/1953-07-01 - La Voz de España - Cronica de Irun.pdf,La Voz de España - Cronica de Irun,1953-07-01,1,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1954/1954 - El Bidasoa Mexicano - BM 1954.pdf,El Bidasoa Mexicano - BM 1954,1954,19,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1954/1954-06-28 - El Bidasoa.pdf,El Bidasoa,1954-06-28,100,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1954/1954-06-29 - El Diario Vasco.pdf,El Diario Vasco,1954-06-29,12,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1954/1954-06-29 - La Voz de España - Cronica de Irun.pdf,La Voz de España - Cronica de Irun,1954-06-29,1,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1954/1954-06-30 - El Diario Vasco - Cronica de Irun.pdf,El Diario Vasco - Cronica de Irun,1954-06-30,1,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1954/1954-06-30 - La Voz de España - Cronica de Irun.pdf,La Voz de España - Cronica de Irun,1954-06-30,1,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1954/1954-06-30 - Unidad - Cronica de Irun.pdf,Unidad - Cronica de Irun,1954-06-30,1,sin texto suficiente,0
